release_reference_id,release_project_reference,datacenter_reference,tag_device_id,release_reference_type,latitude,longitude,time,expected_enddate,manufacturer,tag_model,tag_serial_number,tag_coding_system,transmitted_id
,,,,,degrees_north,degrees_east,UTC,UTC,,,,,
MACFL-16219,MACFL,nep,A69-1303-15298,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047201,A69-1303,15298
MACFL-16220,MACFL,nep,A69-1303-15299,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047202,A69-1303,15299
MACFL-16221,MACFL,nep,A69-1303-15144,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047267,A69-1303,15144
MACFL-16222,MACFL,nep,A69-1303-15145,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047268,A69-1303,15145
MACFL-16223,MACFL,nep,A69-1303-15146,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047269,A69-1303,15146
MACFL-16224,MACFL,nep,A69-1303-15147,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047270,A69-1303,15147
MACFL-16225,MACFL,nep,A69-1303-15148,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047271,A69-1303,15148
MACFL-16226,MACFL,nep,A69-1303-15149,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047272,A69-1303,15149
MACFL-16227,MACFL,nep,A69-1303-15150,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047273,A69-1303,15150
MACFL-16228,MACFL,nep,A69-1303-15151,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047274,A69-1303,15151
MACFL-16229,MACFL,nep,A69-1303-15152,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047275,A69-1303,15152
MACFL-16230,MACFL,nep,A69-1303-15153,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047276,A69-1303,15153
MACFL-16231,MACFL,nep,A69-1303-15154,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047277,A69-1303,15154
MACFL-16232,MACFL,nep,A69-1303-15155,ANIMAL,40.31771,-122.18921,2008-01-18T06:45:00Z,2008-03-18T05:45:00Z,VEMCO,V7,1047278,A69-1303,15155
MACFL-16233,MACFL,nep,A69-1303-33554,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082516,A69-1303,33554
MACFL-16234,MACFL,nep,A69-1303-33555,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082517,A69-1303,33555
MACFL-16235,MACFL,nep,A69-1303-33556,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082518,A69-1303,33556
MACFL-16236,MACFL,nep,A69-1303-33557,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082519,A69-1303,33557
MACFL-16237,MACFL,nep,A69-1303-33558,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082520,A69-1303,33558
MACFL-16238,MACFL,nep,A69-1303-33559,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082521,A69-1303,33559
MACFL-16239,MACFL,nep,A69-1303-33560,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082522,A69-1303,33560
MACFL-16240,MACFL,nep,A69-1303-33561,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082523,A69-1303,33561
MACFL-16241,MACFL,nep,A69-1303-33562,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082524,A69-1303,33562
MACFL-16242,MACFL,nep,A69-1303-33563,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082525,A69-1303,33563
MACFL-16243,MACFL,nep,A69-1303-33564,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082526,A69-1303,33564
MACFL-16244,MACFL,nep,A69-1303-33565,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082527,A69-1303,33565
MACFL-16245,MACFL,nep,A69-1303-33566,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082528,A69-1303,33566
MACFL-16246,MACFL,nep,A69-1303-33567,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082529,A69-1303,33567
MACFL-16247,MACFL,nep,A69-1303-33568,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082530,A69-1303,33568
MACFL-16248,MACFL,nep,A69-1303-33569,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082531,A69-1303,33569
MACFL-16249,MACFL,nep,A69-1303-33571,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082533,A69-1303,33571
MACFL-16250,MACFL,nep,A69-1303-33572,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082534,A69-1303,33572
MACFL-16251,MACFL,nep,A69-1303-33573,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082535,A69-1303,33573
MACFL-16252,MACFL,nep,A69-1303-33574,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082536,A69-1303,33574
MACFL-16253,MACFL,nep,A69-1303-33575,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082537,A69-1303,33575
MACFL-16254,MACFL,nep,A69-1303-33576,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082538,A69-1303,33576
MACFL-16255,MACFL,nep,A69-1303-33577,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082539,A69-1303,33577
MACFL-16256,MACFL,nep,A69-1303-33578,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082540,A69-1303,33578
MACFL-16257,MACFL,nep,A69-1303-33579,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082541,A69-1303,33579
MACFL-16258,MACFL,nep,A69-1303-33664,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082626,A69-1303,33664
MACFL-16259,MACFL,nep,A69-1303-33665,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082627,A69-1303,33665
MACFL-16260,MACFL,nep,A69-1303-33666,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082628,A69-1303,33666
MACFL-16261,MACFL,nep,A69-1303-33667,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082629,A69-1303,33667
MACFL-16262,MACFL,nep,A69-1303-33668,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082630,A69-1303,33668
MACFL-16263,MACFL,nep,A69-1303-33669,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082631,A69-1303,33669
MACFL-16264,MACFL,nep,A69-1303-33670,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082632,A69-1303,33670
MACFL-16265,MACFL,nep,A69-1303-33671,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082633,A69-1303,33671
MACFL-16266,MACFL,nep,A69-1303-33672,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082634,A69-1303,33672
MACFL-16267,MACFL,nep,A69-1303-33673,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082635,A69-1303,33673
MACFL-16268,MACFL,nep,A69-1303-33674,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082636,A69-1303,33674
MACFL-16269,MACFL,nep,A69-1303-33675,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082637,A69-1303,33675
MACFL-16270,MACFL,nep,A69-1303-33676,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082638,A69-1303,33676
MACFL-16271,MACFL,nep,A69-1303-33677,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082639,A69-1303,33677
MACFL-16272,MACFL,nep,A69-1303-33678,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082640,A69-1303,33678
MACFL-16273,MACFL,nep,A69-1303-33680,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082642,A69-1303,33680
MACFL-16274,MACFL,nep,A69-1303-33681,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082643,A69-1303,33681
MACFL-16275,MACFL,nep,A69-1303-33682,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082644,A69-1303,33682
MACFL-16276,MACFL,nep,A69-1303-33683,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082645,A69-1303,33683
MACFL-16277,MACFL,nep,A69-1303-33684,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082646,A69-1303,33684
MACFL-16278,MACFL,nep,A69-1303-33685,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082647,A69-1303,33685
MACFL-16279,MACFL,nep,A69-1303-33686,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082648,A69-1303,33686
MACFL-16280,MACFL,nep,A69-1303-33687,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082649,A69-1303,33687
MACFL-16281,MACFL,nep,A69-1303-33688,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082650,A69-1303,33688
MACFL-16282,MACFL,nep,A69-1303-33689,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082651,A69-1303,33689
MACFL-16283,MACFL,nep,A69-1303-33690,ANIMAL,39.463973,-121.99299,2009-12-16T05:59:00Z,2010-02-14T05:59:00Z,VEMCO,V7,1082652,A69-1303,33690
MACFL-16284,MACFL,nep,A69-1303-33606,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082568,A69-1303,33606
MACFL-16285,MACFL,nep,A69-1303-33607,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082569,A69-1303,33607
MACFL-16286,MACFL,nep,A69-1303-33608,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082570,A69-1303,33608
MACFL-16287,MACFL,nep,A69-1303-33609,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082571,A69-1303,33609
MACFL-16288,MACFL,nep,A69-1303-33610,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082572,A69-1303,33610
MACFL-16289,MACFL,nep,A69-1303-33611,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082573,A69-1303,33611
MACFL-16290,MACFL,nep,A69-1303-33612,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082574,A69-1303,33612
MACFL-16291,MACFL,nep,A69-1303-33613,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082575,A69-1303,33613
MACFL-16292,MACFL,nep,A69-1303-33614,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082576,A69-1303,33614
MACFL-16293,MACFL,nep,A69-1303-33615,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082577,A69-1303,33615
MACFL-16294,MACFL,nep,A69-1303-33616,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082578,A69-1303,33616
MACFL-16295,MACFL,nep,A69-1303-33617,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082579,A69-1303,33617
MACFL-16296,MACFL,nep,A69-1303-33618,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082580,A69-1303,33618
MACFL-16297,MACFL,nep,A69-1303-33619,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082581,A69-1303,33619
MACFL-16298,MACFL,nep,A69-1303-33621,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082583,A69-1303,33621
MACFL-16299,MACFL,nep,A69-1303-33623,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082585,A69-1303,33623
MACFL-16300,MACFL,nep,A69-1303-33624,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082586,A69-1303,33624
MACFL-16301,MACFL,nep,A69-1303-33625,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082587,A69-1303,33625
MACFL-16302,MACFL,nep,A69-1303-33626,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082588,A69-1303,33626
MACFL-16303,MACFL,nep,A69-1303-33627,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082589,A69-1303,33627
MACFL-16304,MACFL,nep,A69-1303-33628,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082590,A69-1303,33628
MACFL-16305,MACFL,nep,A69-1303-33629,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082591,A69-1303,33629
MACFL-16306,MACFL,nep,A69-1303-33630,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082592,A69-1303,33630
MACFL-16307,MACFL,nep,A69-1303-33631,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082593,A69-1303,33631
MACFL-16308,MACFL,nep,A69-1303-33632,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082594,A69-1303,33632
MACFL-16309,MACFL,nep,A69-1303-33633,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082595,A69-1303,33633
MACFL-16310,MACFL,nep,A69-1303-33528,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082490,A69-1303,33528
MACFL-16311,MACFL,nep,A69-1303-33529,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082491,A69-1303,33529
MACFL-16312,MACFL,nep,A69-1303-33530,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082492,A69-1303,33530
MACFL-16313,MACFL,nep,A69-1303-33531,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082493,A69-1303,33531
MACFL-16314,MACFL,nep,A69-1303-33532,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082494,A69-1303,33532
MACFL-16315,MACFL,nep,A69-1303-33533,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082495,A69-1303,33533
MACFL-16316,MACFL,nep,A69-1303-33534,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082496,A69-1303,33534
MACFL-16317,MACFL,nep,A69-1303-33535,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082497,A69-1303,33535
MACFL-16318,MACFL,nep,A69-1303-33536,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082498,A69-1303,33536
MACFL-16319,MACFL,nep,A69-1303-33537,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082499,A69-1303,33537
MACFL-16320,MACFL,nep,A69-1303-33538,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082500,A69-1303,33538
MACFL-16321,MACFL,nep,A69-1303-33539,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082501,A69-1303,33539
MACFL-16322,MACFL,nep,A69-1303-33540,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082502,A69-1303,33540
MACFL-16323,MACFL,nep,A69-1303-33542,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082504,A69-1303,33542
MACFL-16324,MACFL,nep,A69-1303-33543,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082505,A69-1303,33543
MACFL-16325,MACFL,nep,A69-1303-33544,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082506,A69-1303,33544
MACFL-16326,MACFL,nep,A69-1303-33545,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082507,A69-1303,33545
MACFL-16327,MACFL,nep,A69-1303-33546,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082508,A69-1303,33546
MACFL-16328,MACFL,nep,A69-1303-33547,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082509,A69-1303,33547
MACFL-16329,MACFL,nep,A69-1303-33548,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082510,A69-1303,33548
MACFL-16330,MACFL,nep,A69-1303-33549,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082511,A69-1303,33549
MACFL-16331,MACFL,nep,A69-1303-33550,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082512,A69-1303,33550
MACFL-16332,MACFL,nep,A69-1303-33551,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082513,A69-1303,33551
MACFL-16333,MACFL,nep,A69-1303-33552,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082514,A69-1303,33552
MACFL-16334,MACFL,nep,A69-1303-33553,ANIMAL,40.31771,-122.18921,2009-12-16T06:00:00Z,2010-02-14T06:00:00Z,VEMCO,V7,1082515,A69-1303,33553
MACFL-16335,MACFL,nep,A69-1303-33580,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082542,A69-1303,33580
MACFL-16336,MACFL,nep,A69-1303-33581,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082543,A69-1303,33581
MACFL-16337,MACFL,nep,A69-1303-33582,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082544,A69-1303,33582
MACFL-16338,MACFL,nep,A69-1303-33584,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082546,A69-1303,33584
MACFL-16339,MACFL,nep,A69-1303-33585,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082547,A69-1303,33585
MACFL-16340,MACFL,nep,A69-1303-33586,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082548,A69-1303,33586
MACFL-16341,MACFL,nep,A69-1303-33587,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082549,A69-1303,33587
MACFL-16342,MACFL,nep,A69-1303-33588,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082550,A69-1303,33588
MACFL-16343,MACFL,nep,A69-1303-33589,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082551,A69-1303,33589
MACFL-16344,MACFL,nep,A69-1303-33590,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082552,A69-1303,33590
MACFL-16345,MACFL,nep,A69-1303-33591,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082553,A69-1303,33591
MACFL-16346,MACFL,nep,A69-1303-33592,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082554,A69-1303,33592
MACFL-16347,MACFL,nep,A69-1303-33593,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082555,A69-1303,33593
MACFL-16348,MACFL,nep,A69-1303-33594,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082556,A69-1303,33594
MACFL-16349,MACFL,nep,A69-1303-33595,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082557,A69-1303,33595
MACFL-16350,MACFL,nep,A69-1303-33596,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082558,A69-1303,33596
MACFL-16351,MACFL,nep,A69-1303-33597,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082559,A69-1303,33597
MACFL-16352,MACFL,nep,A69-1303-33598,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082560,A69-1303,33598
MACFL-16353,MACFL,nep,A69-1303-33599,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082561,A69-1303,33599
MACFL-16354,MACFL,nep,A69-1303-33600,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082562,A69-1303,33600
MACFL-16355,MACFL,nep,A69-1303-33601,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082563,A69-1303,33601
MACFL-16356,MACFL,nep,A69-1303-33602,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082564,A69-1303,33602
MACFL-16357,MACFL,nep,A69-1303-33603,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082565,A69-1303,33603
MACFL-16358,MACFL,nep,A69-1303-33604,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082566,A69-1303,33604
MACFL-16359,MACFL,nep,A69-1303-33605,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082567,A69-1303,33605
MACFL-16360,MACFL,nep,A69-1303-33634,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082596,A69-1303,33634
MACFL-16361,MACFL,nep,A69-1303-33635,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082597,A69-1303,33635
MACFL-16362,MACFL,nep,A69-1303-33638,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082600,A69-1303,33638
MACFL-16363,MACFL,nep,A69-1303-33639,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082601,A69-1303,33639
MACFL-16364,MACFL,nep,A69-1303-33640,ANIMAL,39.75012,-121.99698,2009-12-16T06:15:00Z,2010-02-14T06:15:00Z,VEMCO,V7,1082602,A69-1303,33640
