deployment_id,deployment_project_reference,datacenter_reference,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments
,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,
CASSB-Ghost island-VR2W-124956-2017-08-16T14,CASSB,OTN-Global,VEMCO,VR2W,124956,45.58105,-65.96258,2017-08-16T17:16:00Z,,CASSB,ManmadePlatform,CASSB_Ghost island,123.83,74.72,NOT GIVEN 
CASSB-Goat Island-VR2W-124966-2017-06-05T14,CASSB,OTN-Global,VEMCO,VR2W,124966,46.01709,-66.0088,2017-06-05T17:00:00Z,,CASSB,ManmadePlatform,CASSB_Goat Island,123.83,74.72,NOT GIVEN 
CASSB-Grad Bay Mid-VR2W-128201-2017-07-10T15,CASSB,OTN-Global,VEMCO,VR2W,128201,45.29929,-66.16694,2017-07-10T18:18:00Z,2017-09-27T13:57:00Z,CASSB,ManmadePlatform,CASSB_Grad Bay Mid,123.83,74.72,NOT GIVEN 
CASSB-Grand Bay Ferry-VR2W-127626-2017-07-09T16,CASSB,OTN-Global,VEMCO,VR2W,127626,45.34859,-66.2154,2017-07-09T19:10:00Z,,CASSB,ManmadePlatform,CASSB_Grand Bay Ferry,123.83,74.72,NOT GIVEN 
CASSB-Grand bay opening-VR2W-124958-2017-04-25T12,CASSB,OTN-Global,VEMCO,VR2W,124958,45.33929,-66.19565,2017-04-25T15:40:00Z,2017-07-10T18:54:00Z,CASSB,ManmadePlatform,CASSB_Grand bay opening,123.83,74.72,NOT GIVEN 
CASSB-Grand bay opening-VR2W-124960-2017-07-10T15,CASSB,OTN-Global,VEMCO,VR2W,124960,45.33971,-66.19698,2017-07-10T18:54:00Z,2017-09-27T14:21:00Z,CASSB,ManmadePlatform,CASSB_Grand bay opening,123.83,74.72,NOT GIVEN 
CASSB-Grand Lake wintering 1-VR2W-127642-2017-09-08T14,CASSB,OTN-Global,VEMCO,VR2W,127642,46.03037,-66.01113,2017-09-08T17:15:00Z,,CASSB,ManmadePlatform,CASSB_Grand Lake wintering 1,123.83,74.72,NOT GIVEN 
CASSB-Grand Lake wintering 2-VR2W-124868-2017-09-08T15,CASSB,OTN-Global,VEMCO,VR2W,124868,46.03815,-66.00285,2017-09-08T18:45:00Z,,CASSB,ManmadePlatform,CASSB_Grand Lake wintering 2,123.83,74.72,NOT GIVEN 
CASSB-Grand Pass deep hole-VR2W-102962-2017-06-15T13,CASSB,OTN-Global,VEMCO,VR2W,102962,45.98492,-66.77126,2017-06-15T16:09:00Z,,CASSB,ManmadePlatform,CASSB_Grand Pass deep hole,123.83,74.72,NOT GIVEN 
CASSB-Grey Cabin-VR2W-100649-2017-06-13T14,CASSB,OTN-Global,VEMCO,VR2W,100649,45.72616,-66.00774,2017-06-13T17:56:00Z,,CASSB,ManmadePlatform,CASSB_Grey Cabin,123.83,74.72,NOT GIVEN 
CASSB-Hammond River Covered Bridge-VR2W-127635-2017-06-07T14,CASSB,OTN-Global,VEMCO,VR2W,127635,45.48101,-65.89922,2017-06-07T17:40:00Z,,CASSB,ManmadePlatform,CASSB_Hammond River Covered Bridge,123.83,74.72,NOT GIVEN 
CASSB-Hampstead-VR2W-127622-2017-07-25T13,CASSB,OTN-Global,VEMCO,VR2W,127622,45.62335,-66.07498,2017-07-25T16:17:00Z,,CASSB,ManmadePlatform,CASSB_Hampstead,123.83,74.72,NOT GIVEN 
CASSB-Hampton-VR2W-100659-2017-05-08T15,CASSB,OTN-Global,VEMCO,VR2W,100659,45.54161,-65.83851,2017-05-08T18:05:00Z,2017-05-21T12:40:00Z,CASSB,ManmadePlatform,CASSB_Hampton,123.83,74.72,NOT GIVEN 
CASSB-Hartts island-VR2W-104835-2017-07-25T09,CASSB,OTN-Global,VEMCO,VR2W,104835,45.96864,-66.74719,2017-07-25T12:48:00Z,,CASSB,ManmadePlatform,CASSB_Hartts island,123.83,74.72,NOT GIVEN 
CASSB-HRAA-VR2W-124984-2017-05-24T15,CASSB,OTN-Global,VEMCO,VR2W,124984,45.45669,-65.90646,2017-05-24T18:00:00Z,2017-08-12T05:20:00Z,CASSB,ManmadePlatform,CASSB_HRAA,123.83,74.72,NOT GIVEN 
CASSB-Jewett island-VR2W-102968-2017-07-25T10,CASSB,OTN-Global,VEMCO,VR2W,102968,45.97408,-66.68399,2017-07-25T13:35:00Z,,CASSB,ManmadePlatform,CASSB_Jewett island,123.83,74.72,NOT GIVEN 
CASSB-Kennebecasis North-VR2W-124866-2017-07-10T11,CASSB,OTN-Global,VEMCO,VR2W,124866,45.33817,-66.08722,2017-07-10T14:31:00Z,,CASSB,ManmadePlatform,CASSB_Kennebecasis North,123.83,74.72,NOT GIVEN 
CASSB-Kennebecasis South-VR2W-124865-2017-07-10T12,CASSB,OTN-Global,VEMCO,VR2W,124865,45.32872,-66.08102,2017-07-10T15:08:00Z,,CASSB,ManmadePlatform,CASSB_Kennebecasis South,123.83,74.72,NOT GIVEN 
CASSB-Long point Ferry-VR2W-127619-2017-05-31T14,CASSB,OTN-Global,VEMCO,VR2W,127619,45.61126,-65.90147,2017-05-31T17:08:00Z,,CASSB,ManmadePlatform,CASSB_Long point Ferry,123.83,74.72,NOT GIVEN 
CASSB-Lower Darlings-VR2W-104830-2017-06-07T13,CASSB,OTN-Global,VEMCO,VR2W,104830,45.49238,-65.88268,2017-06-07T16:58:00Z,,CASSB,ManmadePlatform,CASSB_Lower Darlings,123.83,74.72,NOT GIVEN 
CASSB-Lower Grand Bay-VR2W-100788-2017-07-10T13,CASSB,OTN-Global,VEMCO,VR2W,100788,45.29697,-66.1432,2017-07-10T16:40:00Z,,CASSB,ManmadePlatform,CASSB_Lower Grand Bay,123.83,74.72,NOT GIVEN 
CASSB-Lower salmon River-VR2W-124895-2017-06-05T13,CASSB,OTN-Global,VEMCO,VR2W,124895,46.08142,-65.92548,2017-06-05T16:30:00Z,2017-09-08T19:03:00Z,CASSB,ManmadePlatform,CASSB_Lower salmon River,123.83,74.72,no data
CASSB-Mactaquac Dam-VR2W-124965-2017-06-15T11,CASSB,OTN-Global,VEMCO,VR2W,124965,45.95566,-66.8634,2017-06-15T14:25:00Z,,CASSB,ManmadePlatform,CASSB_Mactaquac Dam,123.83,74.72,NOT GIVEN 
CASSB-Mckinley Ferry-VR2W-127631-2017-06-15T11,CASSB,OTN-Global,VEMCO,VR2W,127631,45.95961,-66.82642,2017-06-15T14:49:00Z,,CASSB,ManmadePlatform,CASSB_Mckinley Ferry,123.83,74.72,NOT GIVEN 
CASSB-Mouth of Big Cove-VR2W-100768-2017-06-13T13,CASSB,OTN-Global,VEMCO,VR2W,100768,45.7695,-65.97316,2017-06-13T16:08:00Z,,CASSB,ManmadePlatform,CASSB_Mouth of Big Cove,123.83,74.72,NOT GIVEN 
CASSB-Oromocto Bridge-VR2W-124958-2017-08-08T14,CASSB,OTN-Global,VEMCO,VR2W,124958,45.8582,-66.45943,2017-08-08T17:36:00Z,,CASSB,ManmadePlatform,CASSB_Oromocto Bridge,123.83,74.72,NOT GIVEN 
CASSB-Otnabog-VR2W-127620-2017-07-25T14,CASSB,OTN-Global,VEMCO,VR2W,127620,45.69958,-66.09538,2017-07-25T17:33:00Z,,CASSB,ManmadePlatform,CASSB_Otnabog,123.83,74.72,NOT GIVEN 
CASSB-Perry Point-VR2W-100680-2017-07-24T13,CASSB,OTN-Global,VEMCO,VR2W,100680,45.47773,-65.94571,2017-07-24T16:07:00Z,,CASSB,ManmadePlatform,CASSB_Perry Point,123.83,74.72,NOT GIVEN 
CASSB-Princess Margaret-VR2W-127643-2017-08-08T10,CASSB,OTN-Global,VEMCO,VR2W,127643,45.94014,-66.62539,2017-08-08T13:12:00Z,,CASSB,ManmadePlatform,CASSB_Princess Margaret,123.83,74.72,NOT GIVEN 
CASSB-Quispamsis Ferry-VR2W-127617-2017-07-24T13,CASSB,OTN-Global,VEMCO,VR2W,127617,45.4581,-65.96337,2017-07-24T16:28:00Z,,CASSB,ManmadePlatform,CASSB_Quispamsis Ferry,123.83,74.72,NOT GIVEN 
CASSB-Red Cabin-VR2W-127640-2017-06-13T14,CASSB,OTN-Global,VEMCO,VR2W,127640,45.74897,-66.00311,2017-06-13T17:34:00Z,,CASSB,ManmadePlatform,CASSB_Red Cabin,123.83,74.72,NOT GIVEN 
CASSB-Reversing Falls-VR2W-100785-2017-07-10T12,CASSB,OTN-Global,VEMCO,VR2W,100785,45.28393,-66.12361,2017-07-10T15:53:00Z,,CASSB,ManmadePlatform,CASSB_Reversing Falls,123.83,74.72,NOT GIVEN 
CASSB-Ross Island-VR2W-127621-2017-07-25T10,CASSB,OTN-Global,VEMCO,VR2W,127621,45.96879,-66.71218,2017-07-25T13:14:00Z,,CASSB,ManmadePlatform,CASSB_Ross Island,123.83,74.72,NOT GIVEN 
CASSB-Salmon River 1-VR2W-104836-2017-05-08T12,CASSB,OTN-Global,VEMCO,VR2W,104836,46.15453,-65.90476,2017-05-08T15:00:00Z,2017-08-18T13:51:00Z,CASSB,ManmadePlatform,CASSB_Salmon River 1,123.83,74.72,NOT GIVEN 
CASSB-Salmon River 2-VR2W-124863-2017-05-08T11,CASSB,OTN-Global,VEMCO,VR2W,124863,46.14433,-65.92693,2017-05-08T14:41:00Z,2017-08-18T13:42:00Z,CASSB,ManmadePlatform,CASSB_Salmon River 2,123.83,74.72,NOT GIVEN 
CASSB-Salmon River 3-VR2W-127630-2017-05-08T11,CASSB,OTN-Global,VEMCO,VR2W,127630,46.13359,-65.94685,2017-05-08T14:20:00Z,2017-08-18T13:32:00Z,CASSB,ManmadePlatform,CASSB_Salmon River 3,123.83,74.72,NOT GIVEN 
CASSB-Salmon River 4-VR2W-128205-2017-05-08T12,CASSB,OTN-Global,VEMCO,VR2W,128205,46.11732,-65.93095,2017-05-08T15:39:00Z,2017-08-18T14:11:00Z,CASSB,ManmadePlatform,CASSB_Salmon River 4,123.83,74.72,NOT GIVEN 
CASSB-Salmon River 5-VR2W-127645-2017-05-08T12,CASSB,OTN-Global,VEMCO,VR2W,127645,46.09824,-65.92496,2017-05-08T15:57:00Z,2017-08-18T14:23:00Z,CASSB,ManmadePlatform,CASSB_Salmon River 5,123.83,74.72,NOT GIVEN 
CASSB-Sturgeon Hole-VR2W-101581-2017-06-07T15,CASSB,OTN-Global,VEMCO,VR2W,101581,45.50534,-65.90907,2017-06-07T18:00:00Z,,CASSB,ManmadePlatform,CASSB_Sturgeon Hole,123.83,74.72,NOT GIVEN 
CASSB-The key hole-VR2W-124870-2017-06-05T12,CASSB,OTN-Global,VEMCO,VR2W,124870,45.93512,-66.06304,2017-06-05T15:00:00Z,,CASSB,ManmadePlatform,CASSB_The key hole,123.83,74.72,NOT GIVEN 
CASSB-Tip of Darling's Island-VR2W-100659-2017-06-07T15,CASSB,OTN-Global,VEMCO,VR2W,100659,45.51987,-65.86648,2017-06-07T18:34:00Z,,CASSB,ManmadePlatform,CASSB_Tip of Darling's Island,123.83,74.72,NOT GIVEN 
CASSB-Top of Belleisle-VR2W-100783-2017-05-31T14,CASSB,OTN-Global,VEMCO,VR2W,100783,45.63713,-65.87169,2017-05-31T17:49:00Z,,CASSB,ManmadePlatform,CASSB_Top of Belleisle,123.83,74.72,NOT GIVEN 
CASSB-Top of Long Reach-VR2W-101588-2017-07-24T15,CASSB,OTN-Global,VEMCO,VR2W,101588,45.52489,-66.05626,2017-07-24T18:22:00Z,,CASSB,ManmadePlatform,CASSB_Top of Long Reach,123.83,74.72,NOT GIVEN 
CASSB-Upper Darling's lake-VR2W-107385-2017-06-07T13,CASSB,OTN-Global,VEMCO,VR2W,107385,45.50905,-65.8587,2017-06-07T16:10:00Z,,CASSB,ManmadePlatform,CASSB_Upper Darling's lake,123.83,74.72,NOT GIVEN 
CASSB-Upper Grand Bay-VR2W-124959-2017-07-10T15,CASSB,OTN-Global,VEMCO,VR2W,124959,45.31825,-66.1728,2017-07-10T18:36:00Z,,CASSB,ManmadePlatform,CASSB_Upper Grand Bay,123.83,74.72,NOT GIVEN 
CASSB-Upper Kennebecasis River-VR2W-unknown-2017-05-08T15,CASSB,OTN-Global,VEMCO,VR2W,unknown,45.57279,-65.7839,2017-05-08T18:32:00Z,2017-08-08T14:20:00Z,CASSB,ManmadePlatform,CASSB_Upper Kennebecasis River,123.83,74.72,No hits on receiver
CASSB-Upper Washademoak-VR2W-124962-2017-06-13T11,CASSB,OTN-Global,VEMCO,VR2W,124962,45.8619,-65.92621,2017-06-13T14:54:00Z,2017-09-22T15:08:00Z,CASSB,ManmadePlatform,CASSB_Upper Washademoak,123.83,74.72,NOT GIVEN 
CASSB-Victoria Beach-VR2W-124867-2017-07-24T16,CASSB,OTN-Global,VEMCO,VR2W,124867,45.39307,-66.16731,2017-07-24T19:21:00Z,,CASSB,ManmadePlatform,CASSB_Victoria Beach,123.83,74.72,NOT GIVEN 
CASSB-Washademoak Mid-VR2W-127629-2017-06-13T04,CASSB,OTN-Global,VEMCO,VR2W,127629,45.77561,-65.99655,2017-06-13T07:12:00Z,,CASSB,ManmadePlatform,CASSB_Washademoak Mid,123.83,74.72,NOT GIVEN 
CASSB-White's Cove-VR2W-127625-2017-06-05T17,CASSB,OTN-Global,VEMCO,VR2W,127625,45.87622,-66.06315,2017-06-05T20:09:00Z,,CASSB,ManmadePlatform,CASSB_White's Cove,123.83,74.72,NOT GIVEN 
CASSB-Grand Bay Lower-VR2W-104838-2016-09-25T12,CASSB,OTN-Global,VEMCO,VR2W,104838,45.29712,-66.14366,2016-09-25T15:13:00Z,2017-07-10T16:40:00Z,CASSB,ManmadePlatform,CASSB_Grand Bay Lower,123.83,74.72,NOT GIVEN 
CASSB-Head of Washademoak-VR2W-104833-2012-11-13T12,CASSB,OTN-Global,VEMCO,VR2W,104833,45.86241,-65.92632,2012-11-13T16:15:00Z,2014-11-06T16:15:00Z,CASSB,ManmadePlatform,CASSB_Head of Washademoak,123.83,74.72,NOT GIVEN 
CASSB-Kingsclear Line summer 2014-VR2W-124958-2014-07-22T14,CASSB,OTN-Global,VEMCO,VR2W,124958,45.89254,-66.91614,2014-07-22T17:30:00Z,2014-10-29T17:20:00Z,CASSB,ManmadePlatform,CASSB_Kingsclear Line summer 2014,123.83,74.72,NOT GIVEN 
CASSB-Mactaquac Causeway summer 2014-VR2W-124862-2014-07-22T11,CASSB,OTN-Global,VEMCO,VR2W,124862,45.97362,-66.88496,2014-07-22T14:35:00Z,2014-11-21T17:45:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Causeway summer 2014,123.83,74.72,NOT GIVEN 
CASSB-Sturgeon Alley-VR2W-127629-2016-11-09T14,CASSB,OTN-Global,VEMCO,VR2W,127629,45.50523,-65.90909,2016-11-09T18:00:00Z,2017-06-07T18:00:00Z,CASSB,ManmadePlatform,CASSB_Sturgeon Alley,123.83,74.72,NOT GIVEN 
cassb-Upper Kennebecasis River-VR2W-NA/ we do not have this number-2017-05-08T15,CASSB,OTN-Global,VEMCO,VR2W,NA/ we do not have this number,45.57279,-65.7839,2017-05-08T18:32:00Z,2017-08-08T14:20:00Z,CASSB,ManmadePlatform,CASSB_Upper Kennebecasis River,123.83,74.72,No hits on receiver
CASSB-Brown's Flat-VR2W-100680-1,CASSB,OTN-Global,VEMCO,VR2W,100680,45.46529,-66.11095,2013-10-17T14:21:00Z,2014-11-05T20:15:00Z,CASSB,ManmadePlatform,CASSB_Brown's Flat,123.83,74.72,NOT GIVEN 
CASSB-Grand Pass River Left-VR2W-100773-1,CASSB,OTN-Global,VEMCO,VR2W,100773,45.98308,-66.76683,2014-06-03T03:05:00Z,2014-10-22T03:00:00Z,CASSB,ManmadePlatform,CASSB_Grand Pass River Left,123.83,74.72,NOT GIVEN 
CASSB-Kingsclear Line Right-VR2W-124958-1,CASSB,OTN-Global,VEMCO,VR2W,124958,45.89254,-66.91614,2014-05-06T19:00:00Z,2014-07-22T17:28:00Z,CASSB,ManmadePlatform,CASSB_Kingsclear Line Right,39.5,74.72,Kingsclear Line Right
CASSB-Above Big Cove-VR2W-124866-2016,CASSB,OTN-Global,VEMCO,VR2W,124866,45.78943,-65.96644,2016-11-06T15:06:00Z,2017-06-13T15:49:00Z,CASSB,ManmadePlatform,CASSB_Above Big Cove,123.83,74.72,NOT GIVEN 
FBFB002-U22-001-10106781-3,SAF,OTN-Global,VEMCO,U22-001,10106781,-34.35667,18.8006,2014-08-11T14:47:00Z,2015-03-15T12:30:00Z,SAF,ManmadePlatform,SAF_SAF-FB002,50,2.7,NOT GIVEN 
CASSB-Above Grand Bay Ferry-VR2W-127638-2015-2,CASSB,OTN-Global,VEMCO,VR2W,127638,45.364,-66.22659,2015-09-26T17:02:00Z,2016-09-20T16:00:00Z,CASSB,ManmadePlatform,CASSB_Above Grand Bay Ferry,123.83,74.72,NOT GIVEN 
CASSB-Across from Erbs Point-VR2W-127635-2016,CASSB,OTN-Global,VEMCO,VR2W,127635,45.6033,-65.92528,2016-10-25T14:52:00Z,2017-05-31T16:30:00Z,CASSB,ManmadePlatform,CASSB_Across from Erbs Point,123.83,74.72,NOT GIVEN 
CASSB-Belleisle Flat-VR2W-101581-2016,CASSB,OTN-Global,VEMCO,VR2W,101581,45.54429,-66.01979,2016-05-10T14:28:00Z,2017-05-31T15:00:00Z,CASSB,ManmadePlatform,CASSB_Belleisle Flat,123.83,74.72,NOT GIVEN 
CASSB-Blue House-VR2W-100784-2016,CASSB,OTN-Global,VEMCO,VR2W,100784,45.62815,-65.88938,2016-10-25T14:26:00Z,2017-05-31T17:22:00Z,CASSB,ManmadePlatform,CASSB_Blue House,123.83,74.72,NOT GIVEN 
CASSB-Bottom of Belleisle-VR2W-127625-2016,CASSB,OTN-Global,VEMCO,VR2W,127625,45.55561,-65.99542,2016-10-25T16:12:00Z,2017-05-31T15:30:00Z,CASSB,ManmadePlatform,CASSB_Bottom of Belleisle,123.83,74.72,NOT GIVEN 
CASSB-Bronwn house-VR2W-127632-2016,CASSB,OTN-Global,VEMCO,VR2W,127632,45.58602,-65.93662,2016-10-25T15:03:00Z,2017-05-31T16:30:00Z,CASSB,ManmadePlatform,CASSB_Bronwn house,123.83,74.72,NOT GIVEN 
CASSB-Browns Flat-VR2W-100658-2016,CASSB,OTN-Global,VEMCO,VR2W,100658,45.46596,-66.11293,2016-10-21T17:53:00Z,2017-07-24T18:50:00Z,CASSB,ManmadePlatform,CASSB_Browns Flat,123.83,74.72,NOT GIVEN 
CASSB-Burpee bar-VR2W-100785-2015,CASSB,OTN-Global,VEMCO,VR2W,100785,45.97142,-66.79063,2015-09-09T20:00:00Z,2017-06-15T15:19:00Z,CASSB,ManmadePlatform,CASSB_Burpee bar,123.83,74.72,Unretrieved
CASSB-Carters point-VR2W-127637-2016,CASSB,OTN-Global,VEMCO,VR2W,127637,45.39312,-66.19922,2016-10-21T16:40:00Z,2017-07-24T19:47:00Z,CASSB,ManmadePlatform,CASSB_Carters point,123.83,74.72,NOT GIVEN 
CASSB-Darlings Deep hole-VR2W-124861-2016,CASSB,OTN-Global,VEMCO,VR2W,124861,45.49895,-65.87843,2016-11-05T16:04:00Z,2017-06-07T16:48:00Z,CASSB,ManmadePlatform,CASSB_Darlings Deep hole,123.83,74.72,NOT GIVEN 
CASSB-Darlings Mid-VR2W-124965-2016,CASSB,OTN-Global,VEMCO,VR2W,124965,45.5018,-65.86765,2016-11-05T18:16:00Z,2017-06-07T16:29:00Z,CASSB,ManmadePlatform,CASSB_Darlings Mid,123.83,74.72,NOT GIVEN 
CASSB-Darlings small hole-VR2W-127633-2016,CASSB,OTN-Global,VEMCO,VR2W,127633,45.49765,-65.88329,2016-11-05T16:11:00Z,2017-06-07T17:15:00Z,CASSB,ManmadePlatform,CASSB_Darlings small hole,123.83,74.72,NOT GIVEN 
CASSB-Entry channel of Belleisle Bay-VR2W-124870-2016,CASSB,OTN-Global,VEMCO,VR2W,124870,45.56182,-66.01387,2016-05-10T13:40:00Z,2017-05-31T14:30:00Z,CASSB,ManmadePlatform,CASSB_Entry channel of Belleisle Bay,123.83,74.72,NOT GIVEN 
CASSB-Evandale Ferry 2-VR2W-127619-2015,CASSB,OTN-Global,VEMCO,VR2W,127619,45.58841,-66.02442,2015-10-22T17:10:00Z,2016-11-08T19:51:00Z,CASSB,ManmadePlatform,CASSB_Evandale Ferry 2,123.83,74.72,NOT GIVEN 
CASSB-Evandale Ferry-VR2W-124957-2016,CASSB,OTN-Global,VEMCO,VR2W,124957,45.58789,-66.02025,2016-10-14T17:40:00Z,2017-07-24T20:58:00Z,CASSB,ManmadePlatform,CASSB_Evandale Ferry,123.83,74.72,NOT GIVEN 
CASSB-Ghost island-VR2W-124895-2016,CASSB,OTN-Global,VEMCO,VR2W,124895,45.58094,-65.96274,2016-10-25T15:49:00Z,2017-05-31T16:00:00Z,CASSB,ManmadePlatform,CASSB_Ghost island,123.83,74.72,NOT GIVEN 
CASSB-Grand Bay Ferry-VR2W-127642-2016,CASSB,OTN-Global,VEMCO,VR2W,127642,45.34814,-66.21854,2016-10-21T16:15:00Z,2017-07-10T19:10:00Z,CASSB,ManmadePlatform,CASSB_Grand Bay Ferry,123.83,74.72,NOT GIVEN 
CASSB-Grand Bay Mid-VR2W-127617-2015,CASSB,OTN-Global,VEMCO,VR2W,127617,45.29967,-66.16708,2015-11-04T16:41:00Z,2016-09-25T15:27:00Z,CASSB,ManmadePlatform,CASSB_Grand Bay Mid,123.83,74.72,NOT GIVEN 
CASSB-Grand Bay Mid-VR2W-127620-2016,CASSB,OTN-Global,VEMCO,VR2W,127620,45.29966,-66.16718,2016-10-21T15:49:00Z,2017-07-10T18:18:00Z,CASSB,ManmadePlatform,CASSB_Grand Bay Mid,123.83,74.72,NOT GIVEN 
CASSB-Grand Lake Mid-VR2W-100649-2015,CASSB,OTN-Global,VEMCO,VR2W,100649,46.01693,-66.00797,2015-09-25T15:46:00Z,2017-06-05T17:00:00Z,CASSB,ManmadePlatform,CASSB_Grand Lake Mid,123.83,74.72,Unretrieved
CASSB-Grand Pass deep hole-VR2W-100680-2016,CASSB,OTN-Global,VEMCO,VR2W,100680,45.98493,-66.77111,2016-09-23T14:30:00Z,2017-06-15T16:09:00Z,CASSB,ManmadePlatform,CASSB_Grand Pass deep hole,123.83,74.72,NOT GIVEN 
CASSB-Grey Cabin-VR2W-124960-2016,CASSB,OTN-Global,VEMCO,VR2W,124960,45.7249,-66.00839,2016-11-06T16:48:00Z,2017-06-13T17:54:00Z,CASSB,ManmadePlatform,CASSB_Grey Cabin,123.83,74.72,NOT GIVEN 
CASSB-Guagetown Ferry-VR2W-100788-2015,CASSB,OTN-Global,VEMCO,VR2W,100788,45.76225,-66.13842,2015-11-02T18:00:00Z,2016-10-09T22:45:00Z,CASSB,ManmadePlatform,CASSB_Guagetown Ferry,123.83,74.72,NOT GIVEN 
CASSB-Hammond River Covered Bridge-VR2W-104836-2015,CASSB,OTN-Global,VEMCO,VR2W,104836,45.48108,-65.89777,2015-10-28T17:20:00Z,2016-11-05T20:23:00Z,CASSB,ManmadePlatform,CASSB_Hammond River Covered Bridge,123.83,74.72,NOT GIVEN 
CASSB-Hammond River Covered Bridge-VR2W-127631-2016,CASSB,OTN-Global,VEMCO,VR2W,127631,45.48087,-65.89925,2016-11-05T17:23:00Z,2017-06-07T17:40:00Z,CASSB,ManmadePlatform,CASSB_Hammond River Covered Bridge,123.83,74.72,NOT GIVEN 
CASSB-Hampstead-VR2W-124968-2016,CASSB,OTN-Global,VEMCO,VR2W,124968,45.62192,-66.07536,2016-10-14T17:02:00Z,2017-07-25T16:17:00Z,CASSB,ManmadePlatform,CASSB_Hampstead,123.83,74.72,NOT GIVEN 
CASSB-Hartts island-VR2W-109549-2016,CASSB,OTN-Global,VEMCO,VR2W,109549,45.96872,-66.74703,2016-10-13T14:35:00Z,2017-07-23T17:10:00Z,CASSB,ManmadePlatform,CASSB_Hartts island,123.83,74.72,NOT GIVEN 
CASSB-Hartts island-VR2W-127633-2015-2,CASSB,OTN-Global,VEMCO,VR2W,127633,45.96866,-66.74696,2015-10-08T16:47:00Z,2016-10-13T17:45:00Z,CASSB,ManmadePlatform,CASSB_Hartts island,123.83,74.72,NOT GIVEN 
CASSB-Jewett island-VR2W-127643-2016,CASSB,OTN-Global,VEMCO,VR2W,127643,45.97173,-66.68053,2016-10-13T16:00:00Z,2017-07-20T14:30:00Z,CASSB,ManmadePlatform,CASSB_Jewett island,123.83,74.72,NOT GIVEN 
CASSB-Long point Ferry-VR2W-107385-2016,CASSB,OTN-Global,VEMCO,VR2W,107385,45.61155,-65.90112,2016-10-25T14:11:00Z,2017-05-31T17:00:00Z,CASSB,ManmadePlatform,CASSB_Long point Ferry,123.83,74.72,NOT GIVEN 
CASSB-Lower Darlings deep hole-VR2W-127645-2015,CASSB,OTN-Global,VEMCO,VR2W,127645,45.49218,-65.88327,2015-11-05T19:00:00Z,2016-11-05T19:35:00Z,CASSB,ManmadePlatform,CASSB_Lower Darlings deep hole,123.83,74.72,NOT GIVEN 
CASSB-Lower Kennebecasis North-VR2W-128203-2016,CASSB,OTN-Global,VEMCO,VR2W,128203,45.3382,-66.08715,2016-09-25T17:30:00Z,2017-07-10T14:31:00Z,CASSB,ManmadePlatform,CASSB_Lower Kennebecasis North,123.83,74.72,NOT GIVEN 
CASSB-Lower Kennebecasis South-VR2W-102964-2016,CASSB,OTN-Global,VEMCO,VR2W,102964,45.3283,-66.08724,2016-09-25T17:49:00Z,2017-07-10T15:08:00Z,CASSB,ManmadePlatform,CASSB_Lower Kennebecasis South,123.83,74.72,NOT GIVEN 
CASSB-Lower salmon River-VR2W-100770-2016,CASSB,OTN-Global,VEMCO,VR2W,100770,46.08141,-65.92555,2016-06-24T14:45:00Z,2017-06-05T16:30:00Z,CASSB,ManmadePlatform,CASSB_Lower salmon River,123.83,74.72,NOT GIVEN 
CASSB-Mactaquac Dam-VR2W-102968-2016,CASSB,OTN-Global,VEMCO,VR2W,102968,45.95572,-66.8635,2016-09-21T17:55:00Z,2017-06-15T14:25:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Dam,123.83,74.72,NOT GIVEN 
CASSB-Mactaquac Dam-VR2W-127622-2015,CASSB,OTN-Global,VEMCO,VR2W,127622,45.95578,-66.86291,2015-11-10T19:15:00Z,2016-09-21T21:44:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Dam,123.83,74.72,NOT GIVEN 
CASSB-Mactaquac Line smolt 2016-VR2W-122377-2016,CASSB,OTN-Global,VEMCO,VR2W,122377,45.94566,-66.87859,2016-04-21T19:45:00Z,2016-11-04T17:30:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line smolt 2016,38,19,NOT GIVEN 
CASSB-Mactaquac Line smolt 2016-VR2W-124964-2016,CASSB,OTN-Global,VEMCO,VR2W,124964,45.94516,-66.87501,2016-04-21T20:00:00Z,2016-11-04T19:10:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line smolt 2016,40,20,NOT GIVEN 
CASSB-Mactaquac Line smolt 2016-VR2W-126632-2016,CASSB,OTN-Global,VEMCO,VR2W,126632,45.94502,-66.87168,2016-04-21T20:15:00Z,2016-07-19T20:15:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac Line smolt 2016,22,11,NOT GIVEN 
CASSB-Mactaquac spillway smolt 2015-VR2W-124869-2015,CASSB,OTN-Global,VEMCO,VR2W,124869,45.95083,-66.87283,2015-05-08T14:50:00Z,2015-07-10T18:00:00Z,CASSB,ManmadePlatform,CASSB_Mactaquac spillway smolt 2015,34,17,data manger adjust recovery date
