deployment_id,deployment_project_reference,datacenter_reference,receiver_manufacturer,receiver_model,receiver_serial_number,latitude,longitude,time,recovery_datetime_utc,array_name,receiver_reference_type,receiver_reference_id,bottom_depth,depth,deployment_comments
,,,,,,degrees_north,degrees_east,UTC,UTC,,,,m,m,
v2lbbfsf-longline b east-VR2W-108266-2016-06-03T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,108266,25.71193,-79.21042,2016-06-04T00:21:00Z,2016-11-06T19:38:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b east-VR2W-113071-2017-05-23T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,113071,25.71193,-79.21042,2017-05-23T19:55:00Z,2017-11-06T00:12:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b east-VR2W-125904-2016-11-06T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,125904,25.71193,-79.21042,2016-11-06T19:38:00Z,2017-05-23T19:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-101117-2014-04-26T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,101117,25.71305,-79.22998,2014-04-26T21:06:00Z,2014-08-05T19:56:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-106809-2016-11-06T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,106809,25.71305,-79.22998,2016-11-06T20:06:00Z,2017-05-23T21:25:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-115406-2014-08-05T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,115406,25.71305,-79.22998,2014-08-05T19:56:00Z,2015-03-03T00:19:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-124049-2017-11-04T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.71305,-79.22998,2017-11-04T23:49:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-124079-2015-03-02T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,124079,25.71305,-79.22998,2015-03-03T00:33:00Z,2015-07-06T21:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-124079-2015-07-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124079,25.71305,-79.22998,2015-07-09T19:48:00Z,2016-01-09T19:18:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-124081-2014-01-11T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124081,25.71305,-79.22998,2014-01-11T21:00:00Z,2014-04-26T21:06:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-124098-2017-05-23T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124098,25.71305,-79.22998,2017-05-23T21:25:00Z,2017-11-04T23:49:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-126400-2016-01-20T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,126400,25.71305,-79.22998,2016-01-21T00:51:00Z,2016-06-03T20:11:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline b-VR2W-126400-2016-06-03T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,126400,25.71305,-79.22998,2016-06-03T20:28:00Z,2016-11-06T20:06:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline b,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-106807-2015-03-09T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,106807,25.71782,-79.20853,2015-03-09T21:47:00Z,2015-07-04T19:25:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-106807-2015-07-07T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,106807,25.71782,-79.20853,2015-07-07T19:22:00Z,2016-01-09T22:01:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-115407-2016-01-10T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,115407,25.71782,-79.20853,2016-01-10T20:09:00Z,2016-06-03T23:34:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-115407-2016-06-03T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,115407,25.71782,-79.20853,2016-06-03T23:56:00Z,2016-11-06T19:05:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-124098-2016-11-06T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,124098,25.71782,-79.20853,2016-11-06T19:05:00Z,2017-05-23T20:20:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-125904-2017-05-23T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,125904,25.71782,-79.20853,2017-05-23T20:20:00Z,2017-11-05T23:50:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c east-VR2W-126411-2017-11-05T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,126411,25.71782,-79.20853,2017-11-05T23:50:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c east,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-100288-2017-07-06T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,100288,25.71884,-79.22916,2017-07-06T18:55:00Z,2017-11-04T23:33:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-104672-2014-08-05T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,104672,25.71884,-79.22916,2014-08-05T20:32:00Z,2015-03-03T00:11:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-104672-2016-01-20T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,104672,25.71884,-79.22916,2016-01-21T00:35:00Z,2016-06-03T21:06:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-104672-2016-06-03T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,104672,25.71884,-79.22916,2016-06-03T21:22:00Z,2016-11-04T21:10:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-112608-2015-03-02T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,112608,25.71884,-79.22916,2015-03-03T00:16:00Z,2015-07-04T21:38:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-112608-2015-07-07T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,112608,25.71884,-79.22916,2015-07-07T21:29:00Z,2016-01-09T19:53:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-113072-2016-11-04T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,113072,25.71884,-79.22916,2016-11-04T21:10:00Z,2017-03-13T00:12:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-124049-2014-01-09T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.71884,-79.22916,2014-01-09T22:27:00Z,2014-04-26T21:17:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-124084-2014-04-26T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124084,25.71884,-79.22916,2014-04-26T21:18:00Z,2014-08-05T20:32:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline c-VR2W-125907-2017-11-04T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,125907,25.71884,-79.22916,2017-11-04T23:33:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline c,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-107398-2014-08-05T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,107398,25.72484,-79.22817,2014-08-05T21:04:00Z,2015-03-02T23:47:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-108732-2016-11-06T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,108732,25.72484,-79.22817,2016-11-06T18:53:00Z,2017-03-13T00:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-113072-2017-07-06T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,113072,25.72484,-79.22817,2017-07-06T18:45:00Z,2017-09-05T23:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-113072-2017-09-22T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,113072,25.72484,-79.22817,2017-09-22T19:20:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-124083-2014-04-26T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124083,25.72484,-79.22817,2014-04-26T21:31:00Z,2014-07-25T02:20:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-124096-2015-03-02T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124096,25.72484,-79.22817,2015-03-02T23:56:00Z,2015-07-04T21:14:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-124096-2015-07-07T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124096,25.72484,-79.22817,2015-07-07T21:12:00Z,2016-01-09T20:22:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-124097-2014-01-09T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124097,25.72484,-79.22817,2014-01-09T21:55:00Z,2014-04-26T21:30:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-124097-2016-01-10T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124097,25.72484,-79.22817,2016-01-10T21:34:00Z,2016-06-03T21:38:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-longline d-VR2W-124097-2016-06-03T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124097,25.72484,-79.22817,2016-06-03T21:45:00Z,2016-10-02T18:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_longline d,1.5,1.5,NOT GIVEN 
v2lbbfsf-Mangrove edge-VR2W-101752-2017-10-05T00,V2LBBFSF,OTN-Global,VEMCO,VR2W,101752,25.7299,-79.25735,2017-10-05T08:00:00Z,2017-12-05T20:23:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Mangrove edge,1,1,NOT GIVEN 
v2lbbfsf-Mangrove edge-VR2W-127608-2017-12-05T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,127608,25.7299,-79.25735,2017-12-05T20:25:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_Mangrove edge,1,1,NOT GIVEN 
v2lbbfsf-Mangrove edge west-VR2W-101675-2017-10-30T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,101675,25.726661,-79.263517,2017-10-30T22:47:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_Mangrove edge west,1,1,NOT GIVEN 
v2lbbfsf-Mangrove edge west-VR2W-101739-2017-10-05T00,V2LBBFSF,OTN-Global,VEMCO,VR2W,101739,25.726661,-79.263517,2017-10-05T08:00:00Z,2017-10-27T00:56:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Mangrove edge west,1,1,NOT GIVEN 
v2lbbfsf-Mangrove edge west-VR2W-126412-2017-10-26T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,126412,25.726661,-79.263517,2017-10-27T00:57:00Z,2017-10-30T22:46:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Mangrove edge west,1,1,NOT GIVEN 
v2lbbfsf-Maze-VR2W-101675-2017-10-05T00,V2LBBFSF,OTN-Global,VEMCO,VR2W,101675,25.743863,-79.248148,2017-10-05T08:00:00Z,2017-10-27T00:21:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Maze,1,1,NOT GIVEN 
v2lbbfsf-Maze-VR2W-101739-2017-10-30T17,V2LBBFSF,OTN-Global,VEMCO,VR2W,101739,25.743863,-79.248148,2017-10-31T01:00:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_Maze,1,1,NOT GIVEN 
v2lbbfsf-Maze-VR2W-104674-2017-10-26T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,104674,25.743863,-79.248148,2017-10-27T00:22:00Z,2017-10-31T01:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_Maze,1,1,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-101117-2014-09-06T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,101117,25.72441,-79.30922,2014-09-06T17:45:00Z,2015-02-22T20:48:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-104668-2017-11-09T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,104668,25.72441,-79.30922,2017-11-09T21:10:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-124049-2014-05-11T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.72441,-79.30922,2014-05-11T22:20:00Z,2014-09-06T17:45:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-124086-2016-01-10T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,124086,25.72441,-79.30922,2016-01-10T19:20:00Z,2016-06-24T23:04:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-124095-2016-11-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124095,25.72441,-79.30922,2016-11-09T20:10:00Z,2017-05-05T01:14:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-124096-2014-01-13T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124096,25.72441,-79.30922,2014-01-13T23:05:00Z,2014-05-11T22:20:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-125904-2015-07-15T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,125904,25.72441,-79.30922,2015-07-15T22:25:00Z,2016-01-10T19:20:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-126408-2016-06-24T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,126408,25.72441,-79.30922,2016-06-24T23:04:00Z,2016-11-09T20:10:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-126409-2015-02-22T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,126409,25.72441,-79.30922,2015-02-22T20:48:00Z,2015-07-15T22:25:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini barge west-VR2W-129289-2017-05-04T17,V2LBBFSF,OTN-Global,VEMCO,VR2W,129289,25.72441,-79.30922,2017-05-05T01:14:00Z,2017-11-09T21:10:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini barge west,14,14,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-104672-2015-03-25T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,104672,25.81482,-79.28847,2015-03-25T19:45:00Z,2015-07-15T18:51:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-104672-2017-11-08T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,104672,25.81482,-79.28847,2017-11-08T19:07:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-109655-2016-06-22T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,109655,25.81482,-79.28847,2016-06-22T20:52:00Z,2016-11-09T18:30:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-124049-2016-11-09T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.81482,-79.28847,2016-11-09T18:30:00Z,2017-05-04T23:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-125905-2015-07-15T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,125905,25.81482,-79.28847,2015-07-15T19:20:00Z,2016-01-20T20:54:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-126407-2016-01-20T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,126407,25.81482,-79.28847,2016-01-20T20:54:00Z,2016-06-22T20:52:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mini wall-VR2W-129288-2017-05-04T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,129288,25.81482,-79.28847,2017-05-04T23:35:00Z,2017-11-08T19:07:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mini wall,26,26,NOT GIVEN 
v2lbbfsf-mozel bank-VR2W-102307-2017-08-29T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,102307,25.81069,-79.27121,2017-08-29T21:20:00Z,2017-11-08T19:34:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mozel bank,4,4,NOT GIVEN 
v2lbbfsf-mozel bank-VR2W-113071-2017-11-08T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,113071,25.81069,-79.27121,2017-11-08T19:27:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_mozel bank,4,4,NOT GIVEN 
v2lbbfsf-mozel bank-VR2W-124084-2015-07-19T15,V2LBBFSF,OTN-Global,VEMCO,VR2W,124084,25.81069,-79.27121,2015-07-19T23:34:00Z,2016-01-20T20:08:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mozel bank,4,4,NOT GIVEN 
v2lbbfsf-mozel bank-VR2W-126402-2016-01-20T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,126402,25.81069,-79.27121,2016-01-20T20:08:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_mozel bank,4,4,NOT GIVEN 
v2lbbfsf-mozel bank-VR2W-126403-2015-02-04T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,126403,25.81069,-79.27121,2015-02-04T23:30:00Z,2015-07-12T22:57:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_mozel bank,4,4,NOT GIVEN 
v2lbbfsf-new barge-VR2W-102307-2017-11-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,102307,25.74273,-79.30235,2017-11-09T20:48:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-115407-2014-03-05T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,115407,25.74273,-79.30235,2014-03-05T19:50:00Z,2014-05-12T00:02:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-124079-2014-05-11T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,124079,25.74273,-79.30235,2014-05-12T00:02:00Z,2015-02-22T21:09:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-124083-2016-01-10T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,124083,25.74273,-79.30235,2016-01-10T19:40:00Z,2016-06-22T21:45:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-124095-2015-07-15T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,124095,25.74273,-79.30235,2015-07-15T21:39:00Z,2016-01-10T19:40:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-126400-2016-11-09T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,126400,25.74273,-79.30235,2016-11-09T19:59:00Z,2017-05-05T00:55:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-126406-2015-02-22T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,126406,25.74273,-79.30235,2015-02-22T21:09:00Z,2015-07-15T21:39:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-126407-2016-06-22T13,V2LBBFSF,OTN-Global,VEMCO,VR2W,126407,25.74273,-79.30235,2016-06-22T21:45:00Z,2016-11-09T19:59:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-new barge-VR2W-126413-2017-05-04T16,V2LBBFSF,OTN-Global,VEMCO,VR2W,126413,25.74273,-79.30235,2017-05-05T00:55:00Z,2017-11-09T20:48:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_new barge,7,7,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-102308-2014-04-26T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,102308,25.74705,-79.22639,2014-04-26T22:20:00Z,2014-08-05T20:47:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-102309-2015-03-09T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,102309,25.74705,-79.22639,2015-03-09T19:32:00Z,2015-07-08T00:56:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-102309-2015-07-09T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,102309,25.74705,-79.22639,2015-07-09T20:57:00Z,2016-01-10T00:00:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-104667-2017-05-27T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,104667,25.74705,-79.22639,2017-05-27T18:24:00Z,2017-11-06T23:31:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-107073-2017-11-06T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,107073,25.74705,-79.22639,2017-11-06T23:31:00Z,,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-108732-2016-01-10T10,V2LBBFSF,OTN-Global,VEMCO,VR2W,108732,25.74705,-79.22639,2016-01-10T19:18:00Z,2016-06-19T22:28:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-108732-2016-06-19T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,108732,25.74705,-79.22639,2016-06-19T22:48:00Z,2016-11-04T20:35:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-124083-2014-08-05T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,124083,25.74705,-79.22639,2014-08-05T20:47:00Z,2015-03-09T19:21:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-124086-2014-01-15T11,V2LBBFSF,OTN-Global,VEMCO,VR2W,124086,25.74705,-79.22639,2014-01-15T20:27:00Z,2014-04-26T22:18:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 1-VR2W-125906-2016-11-04T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,125906,25.74705,-79.22639,2016-11-04T20:35:00Z,2017-05-27T18:24:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 1,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-115406-2015-03-09T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,115406,25.76929,-79.23306,2015-03-09T20:31:00Z,2015-07-08T01:16:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-115406-2015-07-09T12,V2LBBFSF,OTN-Global,VEMCO,VR2W,115406,25.76929,-79.23306,2015-07-09T20:29:00Z,2016-01-10T00:18:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-124049-2016-01-10T09,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.76929,-79.23306,2016-01-10T18:45:00Z,2016-06-19T21:40:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
v2lbbfsf-north finger 2-VR2W-124049-2016-06-19T14,V2LBBFSF,OTN-Global,VEMCO,VR2W,124049,25.76929,-79.23306,2016-06-19T22:07:00Z,2016-11-04T20:15:00Z,V2LBBFSF,ManmadePlatform,V2LBBFSF_north finger 2,3,3,NOT GIVEN 
