platform_reference_id,platform_project_reference,datacenter_reference,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,degrees_north,degrees_east
SKEENA-RKm302.5_01,SKEENA,nep,Underwater mooring,135.26,SKEENA-RKm302.5_01,55.09317,-127.32496
SKEENA-RKm303.8_01,SKEENA,nep,Underwater mooring,2.1,SKEENA-RKm303.8_01,55.0927,-127.32439
SKEENA-RKm307.3_01,SKEENA,nep,Underwater mooring,1.8,SKEENA-RKm307.3_01,55.06348,-127.31347
SKEENA-RKm311.2_01,SKEENA,nep,Underwater mooring,2.1,SKEENA-RKm311.2_01,55.03471,-127.30402
SKEENA-RKm311.8_01,SKEENA,nep,Underwater mooring,7,SKEENA-RKm311.8_01,55.02909,-127.30676
SKEENA-RKm313.3_01,SKEENA,nep,Underwater mooring,2.4,SKEENA-RKm313.3_01,55.01836,-127.31673
SKEENA-RKm314.7_01,SKEENA,nep,Underwater mooring,1.8,SKEENA-RKm314.7_01,55.00951,-127.32812
SKEENA-RKm317.6_01,SKEENA,nep,Underwater mooring,1.8,SKEENA-RKm317.6_01,54.99218,-127.33611
SKEENA-RKm325_01,SKEENA,nep,Underwater mooring,2.4,SKEENA-RKm325_01,54.94212,-127.31337
SKEENA-RKm326.1_01,SKEENA,nep,Underwater mooring,1.8,SKEENA-RKm326.1_01,54.94255,-127.313
SKEENA-RKm331.5_01,SKEENA,nep,Underwater mooring,2.4,SKEENA-RKm331.5_01,54.92228,-127.21872
SKEENA-RKm334.5_01,SKEENA,nep,Underwater mooring,2.7,SKEENA-RKm334.5_01,54.92229,-127.21705
SKEENA-RKm352.4_01,SKEENA,nep,Underwater mooring,2.4,SKEENA-RKm352.4_01,54.78308,-127.14644
SKEENA-RKm352.7_01,SKEENA,nep,Underwater mooring,1.8,SKEENA-RKm352.7_01,54.79522,-127.16322
SKEENA-RKm353.7_01,SKEENA,nep,Underwater mooring,6,SKEENA-RKm353.7_01,54.80118,-127.15254
SKEENA-RKm108.9_01,SKEENA,nep,Underwater mooring,3,SKEENA-RKm108.9_01,54.47767,-128.74283
SKEENA-RKm117.9_01,SKEENA,nep,Underwater mooring,3,SKEENA-RKm117.9_01,54.49922,-128.60217
SKEENA-RKm132.9_01,SKEENA,nep,Underwater mooring,3.6,SKEENA-RKm132.9_01,54.56613,-128.43874
SKEENA-RKm144_01,SKEENA,nep,Underwater mooring,3.6,SKEENA-RKm144_01,54.66154,-128.3931
SKEENA-RKm154_01,SKEENA,nep,Underwater mooring,3.6,SKEENA-RKm154_01,54.72178,-128.31149
SKEENA-RKm162_01,SKEENA,nep,Underwater mooring,3,SKEENA-RKm162_01,54.78541,-128.27533
SSOG001,SSOG,nep,Underwater mooring,43.9,SSOG001,49.0232,-123.22223
SSOG002,SSOG,nep,Underwater mooring,111.6,SSOG002,49.01042,-123.24365
SSOG003,SSOG,nep,Underwater mooring,129.8,SSOG003,49.01885,-123.27162
SSOG004,SSOG,nep,Underwater mooring,148.1,SSOG004,49.02892,-123.29437
SSOG005,SSOG,nep,Underwater mooring,157.3,SSOG005,49.0425,-123.3133
SSOG006,SSOG,nep,Underwater mooring,164.6,SSOG006,49.0557,-123.33158
SSOG007,SSOG,nep,Underwater mooring,166.4,SSOG007,49.07193,-123.34307
SSOG008,SSOG,nep,Underwater mooring,157.3,SSOG008,49.08975,-123.35105
SSOG009,SSOG,nep,Underwater mooring,162.8,SSOG009,49.10748,-123.3586
SSOG010,SSOG,nep,Underwater mooring,159.1,SSOG010,49.12515,-123.35838
SSOG011,SSOG,nep,Underwater mooring,168.2,SSOG011,49.1415,-123.34767
SSOG012,SSOG,nep,Underwater mooring,146.3,SSOG012,49.155,-123.32933
SSOG013,SSOG,nep,Underwater mooring,144.5,SSOG013,49.17283,-123.32667
SSOG014,SSOG,nep,Underwater mooring,148.1,SSOG014,49.18942,-123.32345
SSOG015,SSOG,nep,Underwater mooring,130,SSOG015,49.20517,-123.314
SSOG016,SSOG,nep,Underwater mooring,146,SSOG016,49.22217,-123.30967
SSOG017,SSOG,nep,Underwater mooring,154,SSOG017,49.23883,-123.308
SSOG018,SSOG,nep,Underwater mooring,168,SSOG018,49.25467,-123.31733
SSOG019,SSOG,nep,Underwater mooring,162,SSOG019,49.26983,-123.3285
SSOG020,SSOG,nep,Underwater mooring,142,SSOG020,49.28667,-123.32367
SSOG021,SSOG,nep,Underwater mooring,135,SSOG021,49.3005,-123.308
SSOG022,SSOG,nep,Underwater mooring,130,SSOG022,49.314,-123.291
SSOG023,SSOG,nep,Underwater mooring,60,SSOG023,49.32583,-123.27083
V4LPSF-DISC_N_01,V4LPSF,nep,Underwater mooring,155.448,V4LPSF-DISC_N_01,50.24311,-125.37465
V4LPSF-DISC_N_02,V4LPSF,nep,Underwater mooring,239.573,V4LPSF-DISC_N_02,50.24314,-125.38396
V4LPSF-DISC_N_03,V4LPSF,nep,Underwater mooring,148.133,V4LPSF-DISC_N_03,50.24304,-125.39378
V4LPSF-DISC_S_01,V4LPSF,nep,Underwater mooring,170.078,V4LPSF-DISC_S_01,50.21064,-125.36156
V4LPSF-DISC_S_02,V4LPSF,nep,Underwater mooring,212.141,V4LPSF-DISC_S_02,50.21059,-125.37138
V4LPSF-DISC_S_03,V4LPSF,nep,Underwater mooring,171.907,V4LPSF-DISC_S_03,50.21063,-125.38129
V4LPSF-DS_N_01,V4LPSF,nep,Underwater mooring,85.954,V4LPSF-DS_N_01,50.06128,-124.84733
V4LPSF-DS_N_02,V4LPSF,nep,Underwater mooring,488.29,V4LPSF-DS_N_02,50.06934,-124.84982
V4LPSF-DS_N_03,V4LPSF,nep,Underwater mooring,360.274,V4LPSF-DS_N_03,50.07115,-124.86011
V4LPSF-DS_N_04,V4LPSF,nep,Underwater mooring,318.211,V4LPSF-DS_N_04,50.07298,-124.87028
V4LPSF-DS_N_05,V4LPSF,nep,Underwater mooring,155.448,V4LPSF-DS_N_05,50.07477,-124.88051
V4LPSF-DS_S_01,V4LPSF,nep,Underwater mooring,190.201,V4LPSF-DS_S_01,50.05244,-124.84344
V4LPSF-DS_S_02,V4LPSF,nep,Underwater mooring,142.646,V4LPSF-DS_S_02,50.0558,-124.85294
V4LPSF-DS_S_03,V4LPSF,nep,Underwater mooring,404.165,V4LPSF-DS_S_03,50.059,-124.86275
V4LPSF-DS_S_04,V4LPSF,nep,Underwater mooring,340.157,V4LPSF-DS_S_04,50.0614,-124.87193
V4LPSF-JS_E_02,V4LPSF,nep,Underwater mooring,303.581,V4LPSF-JS_E_02,50.47429,-126.13383
V4LPSF-JS_E_03,V4LPSF,nep,Underwater mooring,321.869,V4LPSF-JS_E_03,50.46795,-126.13496
V4LPSF-JS_E_04,V4LPSF,nep,Underwater mooring,166.421,V4LPSF-JS_E_04,50.46148,-126.13644
V4LPSF-JS_W_02,V4LPSF,nep,Underwater mooring,332.842,V4LPSF-JS_W_02,50.47727,-126.16299
V4LPSF-JS_W_03,V4LPSF,nep,Underwater mooring,349.301,V4LPSF-JS_W_03,50.47104,-126.16589
V4LPSF-JS_W_04,V4LPSF,nep,Underwater mooring,314.554,V4LPSF-JS_W_04,50.46484,-126.16887
V4LPSF-SUTIL_N_01,V4LPSF,nep,Underwater mooring,84.125,V4LPSF-SUTIL_N_01,50.08327,-125.07898
V4LPSF-SUTIL_N_02,V4LPSF,nep,Underwater mooring,223.114,V4LPSF-SUTIL_N_02,50.08332,-125.08875
V4LPSF-SUTIL_N_03,V4LPSF,nep,Underwater mooring,239.573,V4LPSF-SUTIL_N_03,50.08326,-125.09855
V4LPSF-SUTIL_N_04,V4LPSF,nep,Underwater mooring,237.744,V4LPSF-SUTIL_N_04,50.08328,-125.1083
V4LPSF-SUTIL_N_05,V4LPSF,nep,Underwater mooring,243.23,V4LPSF-SUTIL_N_05,50.08325,-125.11814
V4LPSF-SUTIL_N_06,V4LPSF,nep,Underwater mooring,243.23,V4LPSF-SUTIL_N_06,50.08329,-125.12795
V4LPSF-SUTIL_N_07,V4LPSF,nep,Underwater mooring,228.6,V4LPSF-SUTIL_N_07,50.08329,-125.13773
V4LPSF-SUTIL_N_08,V4LPSF,nep,Underwater mooring,179.222,V4LPSF-SUTIL_N_08,50.08329,-125.14758
V4LPSF-SUTIL_N_09,V4LPSF,nep,Underwater mooring,98.755,V4LPSF-SUTIL_N_09,50.0833,-125.15736
V4LPSF-SUTIL_N_10,V4LPSF,nep,Underwater mooring,60.35,V4LPSF-SUTIL_N_10,50.08064,-125.16663
V4LPSF-SUTIL_S_01,V4LPSF,nep,Underwater mooring,62.179,V4LPSF-SUTIL_S_01,50.07206,-125.07942
V4LPSF-SUTIL_S_02,V4LPSF,nep,Underwater mooring,202.997,V4LPSF-SUTIL_S_02,50.07198,-125.09033
V4LPSF-SUTIL_S_03,V4LPSF,nep,Underwater mooring,237.744,V4LPSF-SUTIL_S_03,50.072,-125.10102
V4LPSF-SUTIL_S_04,V4LPSF,nep,Underwater mooring,243.23,V4LPSF-SUTIL_S_04,50.07201,-125.11189
V4LPSF-SUTIL_S_05,V4LPSF,nep,Underwater mooring,259.69,V4LPSF-SUTIL_S_05,50.07196,-125.12267
V4LPSF-SUTIL_S_06,V4LPSF,nep,Underwater mooring,246.888,V4LPSF-SUTIL_S_06,50.07197,-125.1336
V4LPSF-SUTIL_S_07,V4LPSF,nep,Underwater mooring,212.141,V4LPSF-SUTIL_S_07,50.07199,-125.14432
V4LPSF-SUTIL_S_08,V4LPSF,nep,Underwater mooring,102.413,V4LPSF-SUTIL_S_08,50.07196,-125.15522
V4LPSF-SUTIL_S_09,V4LPSF,nep,Underwater mooring,56.693,V4LPSF-SUTIL_S_09,50.07199,-125.16602
V4LPSF-UGANDA_01,V4LPSF,nep,Underwater mooring,40.234,V4LPSF-UGANDA_01,50.09435,-125.04832
VIP001,VIP,nep,Underwater mooring,90,VIP001,48.65,-123.48
VIP002,VIP,nep,Underwater mooring,102,VIP002,48.65,-123.48
WILL001,WILL,nep,Underwater mooring,1.8,WILL001,46.57001,-124.07619
WILL008,WILL,nep,Underwater mooring,25.6,WILL008,46.57001,-124.14561
WILL009,WILL,nep,Underwater mooring,29.3,WILL009,46.56837,-124.15621
WILL010,WILL,nep,Underwater mooring,31.1,WILL010,46.56867,-124.1664
WILL012,WILL,nep,Underwater mooring,36.6,WILL012,46.5677,-124.18727
WILL013,WILL,nep,Underwater mooring,38.4,WILL013,46.56815,-124.19772
WILL014,WILL,nep,Underwater mooring,40.2,WILL014,46.5681,-124.20845
WILL002,WILL,nep,Underwater mooring,5.5,WILL002,46.57066,-124.08192
WILL003,WILL,nep,Underwater mooring,9.1,WILL003,46.5706,-124.09302
WILL004,WILL,nep,Underwater mooring,9.1,WILL004,46.57044,-124.10361
WILL005,WILL,nep,Underwater mooring,11,WILL005,46.56959,-124.11401
WILL006,WILL,nep,Underwater mooring,18.3,WILL006,46.5696,-124.12443
WILL007,WILL,nep,Underwater mooring,21.9,WILL007,46.5695,-124.13558
WILL015,WILL,nep,Underwater mooring,43.9,WILL015,46.56791,-124.21861
WILL022,WILL,nep,Underwater mooring,64,WILL022,46.56639,-124.29153
WILL023,WILL,nep,Underwater mooring,67.7,WILL023,46.56631,-124.30157
WILL024,WILL,nep,Underwater mooring,69.5,WILL024,46.56586,-124.31187
WILL025,WILL,nep,Underwater mooring,73.2,WILL025,46.56565,-124.32285
WILL029,WILL,nep,Underwater mooring,82.3,WILL029,46.56453,-124.3643
WILL030,WILL,nep,Underwater mooring,82.3,WILL030,46.5647,-124.37487
WILL031,WILL,nep,Underwater mooring,82.3,WILL031,46.56447,-124.38518
WILL032,WILL,nep,Underwater mooring,82.3,WILL032,46.5641,-124.39542
WILL033,WILL,nep,Underwater mooring,91.4,WILL033,46.56389,-124.40601
WILL034,WILL,nep,Underwater mooring,91.4,WILL034,46.56366,-124.4164
WILL035,WILL,nep,Underwater mooring,100.6,WILL035,46.56363,-124.42675
WILL036,WILL,nep,Underwater mooring,109.7,WILL036,46.56337,-124.43723
WILL037,WILL,nep,Underwater mooring,109.7,WILL037,46.56284,-124.44729
WILL038,WILL,nep,Underwater mooring,120.7,WILL038,46.56336,-124.45823
WILL039,WILL,nep,Underwater mooring,137.2,WILL039,46.563,-124.46787
WILL040,WILL,nep,Underwater mooring,171.9,WILL040,46.56255,-124.47859
WILL046,WILL,nep,Underwater mooring,119.2,WILL046,46.56321,-124.45534
WILL047,WILL,nep,Underwater mooring,130.6,WILL047,46.56306,-124.46377
WILL052,WILL,nep,Underwater mooring,210.3,WILL052,46.56226,-124.50597
WILL053,WILL,nep,Underwater mooring,232.3,WILL053,46.56212,-124.51435
WILL054,WILL,nep,Underwater mooring,223.1,WILL054,46.56208,-124.52287
WILL055,WILL,nep,Underwater mooring,294.4,WILL055,46.56176,-124.53068
WILL056,WILL,nep,Underwater mooring,287.1,WILL056,46.56102,-124.53872
WILL057,WILL,nep,Underwater mooring,243.2,WILL057,46.56021,-124.54685
WILL058,WILL,nep,Underwater mooring,338.3,WILL058,46.55886,-124.55466
WILL059,WILL,nep,Underwater mooring,374.9,WILL059,46.55779,-124.56267
WILL060,WILL,nep,Underwater mooring,417,WILL060,46.55678,-124.5707
WILL061,WILL,nep,Underwater mooring,398.7,WILL061,46.55726,-124.57871
WILL062,WILL,nep,Underwater mooring,417,WILL062,46.55467,-124.58662
WILL063,WILL,nep,Underwater mooring,466.3,WILL063,46.55368,-124.59472
WILL064,WILL,nep,Underwater mooring,431.6,WILL064,46.55266,-124.60283
WILL065,WILL,nep,Underwater mooring,427.9,WILL065,46.55174,-124.61066
WILL070,WILL,nep,Underwater mooring,435.3,WILL070,46.54669,-124.65053
WILL071,WILL,nep,Underwater mooring,406,WILL071,46.5457,-124.65856
WILL072,WILL,nep,Underwater mooring,400.5,WILL072,46.54468,-124.66648
WILL073,WILL,nep,Underwater mooring,400.5,WILL073,46.54376,-124.67444
WILL074,WILL,nep,Underwater mooring,435.3,WILL074,46.54263,-124.68252
WILL075,WILL,nep,Underwater mooring,459,WILL075,46.54168,-124.69046
WILL076,WILL,nep,Underwater mooring,482.8,WILL076,46.54168,-124.69839
WILL011,WILL,nep,Underwater mooring,34.7,WILL011,46.56872,-124.17686
WILL016,WILL,nep,Underwater mooring,45.7,WILL016,46.56761,-124.22903
WILL017,WILL,nep,Underwater mooring,49.4,WILL017,46.56736,-124.23976
WILL018,WILL,nep,Underwater mooring,53,WILL018,46.56727,-124.24974
WILL019,WILL,nep,Underwater mooring,56.7,WILL019,46.56704,-124.26082
WILL020,WILL,nep,Underwater mooring,60.4,WILL020,46.56692,-124.27062
WILL021,WILL,nep,Underwater mooring,64,WILL021,46.56681,-124.28095
WILL026,WILL,nep,Underwater mooring,73.2,WILL026,46.56536,-124.33307
WILL027,WILL,nep,Underwater mooring,73.2,WILL027,46.56522,-124.34341
WILL028,WILL,nep,Underwater mooring,76.8,WILL028,46.56509,-124.35401
WILL041,WILL,nep,Underwater mooring,156.5,WILL041,46.56244,-124.48935
WILL042,WILL,nep,Underwater mooring,135.26,WILL042,46.56226,-124.49978
WILL043,WILL,nep,Underwater mooring,230.4,WILL043,46.56172,-124.51036
WILL044,WILL,nep,Underwater mooring,230.4,WILL044,46.56174,-124.52064
WILL045,WILL,nep,Underwater mooring,287.1,WILL045,46.56184,-124.53085
WILL048,WILL,nep,Underwater mooring,142.6,WILL048,46.56281,-124.47246
WILL049,WILL,nep,Underwater mooring,188.4,WILL049,46.5627,-124.48086
WILL050,WILL,nep,Underwater mooring,160.2,WILL050,46.56245,-124.48895
WILL051,WILL,nep,Underwater mooring,157.3,WILL051,46.56292,-124.49737
WILL066,WILL,nep,Underwater mooring,340.2,WILL066,46.55068,-124.61875
WILL067,WILL,nep,Underwater mooring,298.1,WILL067,46.54965,-124.62661
WILL068,WILL,nep,Underwater mooring,321.9,WILL068,46.54875,-124.63456
WILL069,WILL,nep,Underwater mooring,389.5,WILL069,46.54768,-124.64253
1-ALCYONE,V2LCOCOS,nep,Underwater mooring,36,1-ALCYONE,5.5078,-87.0201
2-DOS AMIGOS,V2LCOCOS,nep,Underwater mooring,30,2-DOS AMIGOS,5.512,-87.1002
3-PUNTA MARIA,V2LCOCOS,nep,Underwater mooring,32,3-PUNTA MARIA,5.53022,-87.09038
4-ROCA SUCIA,V2LCOCOS,nep,Underwater mooring,36,4-ROCA SUCIA,5.5537,-87.0835
5-MANUELITA,V2LCOCOS,nep,Underwater mooring,32,5-MANUELITA,5.5617,-87.0489
6-CANAL,V2LCOCOS,nep,Underwater mooring,24,6-CANAL,5.5593,-87.0474
7-LAS GEMELAS 1,V2LCOCOS,nep,Underwater mooring,180,7-LAS GEMELAS 1,4.9932,-87.41015
8-LAS GEMELAS 2,V2LCOCOS,nep,Underwater mooring,189,8-LAS GEMELAS 2,5.08135,-87.64528
1-Punta Coyote,V2LCOSTERO,nep,Underwater mooring,10,1-Punta Coyote,9.71963,-85.24587
2-Coyote River,V2LCOSTERO,nep,Underwater mooring,4,2-Coyote River,9.75857,-85.27918
3-San Miguel CB,V2LCOSTERO,nep,Underwater mooring,3,3-San Miguel CB,9.77927,-85.25872
4-Manzanillo,V2LCOSTERO,nep,Underwater mooring,16,4-Manzanillo,9.57976,-85.13903
5-CB Island,V2LCOSTERO,nep,Underwater mooring,17,5-CB Island,9.63595,-85.20695
GMXSNP-08-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,48,GMXSNP-08-2017,29.55408,-87.6402
GMXSNP-09-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,51,GMXSNP-09-2017,29.55417,-87.6351
GMXSNP-10-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,49,GMXSNP-10-2017,29.5541,-87.6299
GMXSNP-11-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,51,GMXSNP-11-2017,29.55405,-87.62477
GMXSNP-12-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-12-2017,29.55407,-87.61957
GMXSNP-13-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,51,GMXSNP-13-2017,29.55407,-87.61447
GMXSNP-14-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-14-2017,29.5541,-87.60932
GMXSNP-15-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,49,GMXSNP-15-2017,29.54958,-87.64018
GMXSNP-16-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,49,GMXSNP-16-2017,29.54955,-87.63507
GMXSNP-17-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-17-2017,29.54962,-87.6299
GMXSNP-18-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,54,GMXSNP-18-2017,29.5496,-87.62475
GMXSNP-19-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-19-2017,29.54958,-87.61958
GMXSNP-20-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-20-2017,29.54958,-87.61443
GMXSNP-21-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-21-2017,29.54957,-87.60928
GMXSNP-22-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,51,GMXSNP-22-2017,29.54508,-87.6402
GMXSNP-23-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-23-2017,29.54512,-87.63503
GMXSNP-24-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-24-2017,29.5451,-87.6299
GMXSNP-25-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-25-2017,29.54513,-87.62475
GMXSNP-26-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-26-2017,29.5451,-87.6196
GMXSNP-27-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-27-2017,29.54508,-87.61443
GMXSNP-28-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-28-2017,29.54508,-87.6093
GMXSNP-29-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,51,GMXSNP-29-2017,29.54065,-87.64022
GMXSNP-30-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-30-2017,29.54062,-87.63505
GMXSNP-31-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-31-2017,29.54062,-87.62992
GMXSNP-32-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,54,GMXSNP-32-2017,29.54062,-87.62475
GMXSNP-33-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-33-2017,29.54062,-87.6196
GMXSNP-34-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-34-2017,29.54062,-87.61445
GMXSNP-35-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,54,GMXSNP-35-2017,29.54065,-87.60932
GMXSNP-36-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,52,GMXSNP-36-2017,29.53615,-87.63505
GMXSNP-37-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,55,GMXSNP-37-2017,29.53613,-87.6299
GMXSNP-38-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-38-2017,29.53613,-87.62477
GMXSNP-39-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,53,GMXSNP-39-2017,29.53612,-87.6196
GMXSNP-40-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,54,GMXSNP-40-2017,29.53613,-87.61445
GMXSNP-45-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,54,GMXSNP-45-2017,29.53167,-87.61445
GMXSNP-46-2017,V2LGMXSNAP,OTN-Global,Underwater mooring,55,GMXSNP-46-2017,29.53167,-87.60932
Intake,V2LHITUR,OTN-Global,Underwater mooring,7.3,Intake,27.34722,-80.23212
Walton,V2LHITUR,OTN-Global,Underwater mooring,7,Walton,27.33957,-80.22894
IMFSTP001,V2LIMFSTP,OTN-Global,Underwater mooring,8,IMFSTP001,57.8527,-3.7766
IMFSTP002,V2LIMFSTP,OTN-Global,Underwater mooring,8,IMFSTP002,57.8508,-3.7723
IMFSTP003,V2LIMFSTP,OTN-Global,Underwater mooring,18,IMFSTP003,57.8485,-3.7676
IMFSTP004,V2LIMFSTP,OTN-Global,Underwater mooring,20,IMFSTP004,57.8457,-3.7628
IMFSTP005,V2LIMFSTP,OTN-Global,Underwater mooring,22,IMFSTP005,57.8432,-3.7581
IMFSTP006,V2LIMFSTP,OTN-Global,Underwater mooring,27,IMFSTP006,57.8406,-3.7534
IMFSTP007,V2LIMFSTP,OTN-Global,Underwater mooring,30,IMFSTP007,57.8381,-3.7485
IMFSTP008,V2LIMFSTP,OTN-Global,Underwater mooring,28,IMFSTP008,57.8356,-3.744
IMFSTP009,V2LIMFSTP,OTN-Global,Underwater mooring,28,IMFSTP009,57.833,-3.7392
IMFSTP010,V2LIMFSTP,OTN-Global,Underwater mooring,24,IMFSTP010,57.8304,-3.7343
IMFSTP011,V2LIMFSTP,OTN-Global,Underwater mooring,26,IMFSTP011,57.8256,-3.7255
IMFSTP012,V2LIMFSTP,OTN-Global,Underwater mooring,24,IMFSTP012,57.8209,-3.7166
IMFSTP013,V2LIMFSTP,OTN-Global,Underwater mooring,26,IMFSTP013,57.8161,-3.7077
IMFSTP014,V2LIMFSTP,OTN-Global,Underwater mooring,22,IMFSTP014,57.8113,-3.6987
IMFSTP015,V2LIMFSTP,OTN-Global,Underwater mooring,28,IMFSTP015,57.8065,-3.6899
IMFSTP016,V2LIMFSTP,OTN-Global,Underwater mooring,27,IMFSTP016,57.8017,-3.681
IMFSTP017,V2LIMFSTP,OTN-Global,Underwater mooring,31,IMFSTP017,57.7969,-3.6722
IMFSTP018,V2LIMFSTP,OTN-Global,Underwater mooring,39,IMFSTP018,57.7921,-3.6633
IMFSTP019,V2LIMFSTP,OTN-Global,Underwater mooring,44,IMFSTP019,57.7873,-3.6544
IMFSTP020,V2LIMFSTP,OTN-Global,Underwater mooring,40,IMFSTP020,57.7026,-3.6455
IMFSTP021,V2LIMFSTP,OTN-Global,Underwater mooring,39,IMFSTP021,57.7778,-3.6366
IMFSTP022,V2LIMFSTP,OTN-Global,Underwater mooring,30,IMFSTP022,57.773,-3.6278
IMFSTP023,V2LIMFSTP,OTN-Global,Underwater mooring,32,IMFSTP023,57.7682,-3.6189
IMFSTP024,V2LIMFSTP,OTN-Global,Underwater mooring,23,IMFSTP024,57.7635,-3.6103
IMFSTP025,V2LIMFSTP,OTN-Global,Underwater mooring,33,IMFSTP025,57.7586,-3.6012
IMFSTP026,V2LIMFSTP,OTN-Global,Underwater mooring,47,IMFSTP026,57.7538,-3.5924
IMFSTP027,V2LIMFSTP,OTN-Global,Underwater mooring,65,IMFSTP027,57.749,-3.5835
IMFSTP028,V2LIMFSTP,OTN-Global,Underwater mooring,35,IMFSTP028,57.7442,-3.5746
IMFSTP029,V2LIMFSTP,OTN-Global,Underwater mooring,37,IMFSTP029,57.7394,-3.5658
IMFSTP030,V2LIMFSTP,OTN-Global,Underwater mooring,55,IMFSTP030,57.7346,-3.557
IMFSTP031,V2LIMFSTP,OTN-Global,Underwater mooring,53,IMFSTP031,57.7298,-3.548
IMFSTP032,V2LIMFSTP,OTN-Global,Underwater mooring,41,IMFSTP032,57.7274,-3.5434
IMFSTP033,V2LIMFSTP,OTN-Global,Underwater mooring,41,IMFSTP033,57.7248,-3.5387
IMFSTP034,V2LIMFSTP,OTN-Global,Underwater mooring,31,IMFSTP034,57.7222,-3.534
IMFSTP035,V2LIMFSTP,OTN-Global,Underwater mooring,23,IMFSTP035,57.7197,-3.5292
IMFSTP036,V2LIMFSTP,OTN-Global,Underwater mooring,18,IMFSTP036,57.7172,-3.5245
IMFSTP037,V2LIMFSTP,OTN-Global,Underwater mooring,18,IMFSTP037,57.7145,-3.5199
IMFSTP038,V2LIMFSTP,OTN-Global,Underwater mooring,14,IMFSTP038,57.712,-3.5151
IMFSTP039,V2LIMFSTP,OTN-Global,Underwater mooring,16,IMFSTP039,57.7095,-3.5104
IMFSTP040,V2LIMFSTP,OTN-Global,Underwater mooring,13,IMFSTP040,57.7081,-3.5086
V2LJPN-R1,V2LJPN,OTN-Global,Underwater mooring,15,V2LJPN-R1,34.5761,138.9454
V2LJPN-R2,V2LJPN,OTN-Global,Underwater mooring,18,V2LJPN-R2,34.5745,138.94
V2LJPN-R3,V2LJPN,OTN-Global,Underwater mooring,21,V2LJPN-R3,34.5735,138.9437
V2LJPN-R4,V2LJPN,OTN-Global,Underwater mooring,24,V2LJPN-R4,34.579,138.9407
V2LJPN-R5,V2LJPN,OTN-Global,Underwater mooring,14,V2LJPN-R5,34.5708,138.9453
V2LJPN-R6,V2LJPN,OTN-Global,Underwater mooring,20,V2LJPN-R6,34.5776,138.946
IUI001,V2LLIONFS,OTN-Global,Underwater mooring,42,IUI001,29.5016,34.9187
IUI002,V2LLIONFS,OTN-Global,Underwater mooring,42,IUI002,29.5014,34.9183
IUI003,V2LLIONFS,OTN-Global,Underwater mooring,42,IUI003,29.501,34.9179
IUI004,V2LLIONFS,OTN-Global,Underwater mooring,42,IUI004,29.5007,34.9176
IUI005,V2LLIONFS,OTN-Global,Underwater mooring,12,IUI005,29.5011,34.9174
IUI006,V2LLIONFS,OTN-Global,Underwater mooring,12,IUI006,29.5014,34.9177
IUI007,V2LLIONFS,OTN-Global,Underwater mooring,12,IUI007,29.5017,34.9181
IUI008,V2LLIONFS,OTN-Global,Underwater mooring,12,IUI008,29.502,34.9183
MAL01,V2LMAL,OTN-Global,Underwater mooring,6.8,MAL01,46.5359,-63.774
MAL05-A,V2LMAL,OTN-Global,Underwater mooring,7,MAL05-A,46.5472,-63.8462
