FID,CHSA_CD,CHSA_Name,CHSA_Title,LHA_CD,LHA_Name,LHA_Title,LHA_CD1997,HSDA_CD,HSDA_ID,HSDA_Name,HSDA_Title,HA_CD,HA_ID,HA_Name,HA_Title,CHSA_UR_Cl,CHSA_Pop16,CHSA_Area,Latitude,Longitude,Shape__Area,Shape__Length
191,5313,Tumbler Ridge,5313 Tumbler Ridge,531,Peace River South,531 Peace River South,059,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,5 Rural Hub,1987,1571.03,55.058314,-121.158407,4778313194.89844,312999.967068115
192,5314,Peace River South Rural,5314 Peace River South Rural,531,Peace River South,531 Peace River South,059,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural,10162,26166.91,55.351426,-121.1848,80823702914.2891,2110417.75885651
193,5321,Fort St John,5321 Fort St John,532,Peace River North,532 Peace River North,060,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,4 Small Urban,20155,26.27,56.24448,-120.83657,84855632.1640625,82566.0775988718
194,5322,Hudson's Hope,5322 Hudson's Hope,532,Peace River North,532 Peace River North,060,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural,1015,896.91,56.023582,-122.006847,2864611015.66406,247064.250743391
195,5323,Peace River North Rural,5323 Peace River North Rural,532,Peace River North,532 Peace River North,060,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,6 Rural,14351,67027.01,57.08861,-122.625274,226520367703.555,2313473.07287938
196,5331,Fort Nelson Population Centre,5331 Fort Nelson Population Centre,533,Fort Nelson,533 Fort Nelson,081,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,5 Rural Hub,3796,13.79,58.805878,-122.696306,51238183.40625,46319.697751174
197,5332,Northern Boreal,5332 Northern Boreal,533,Fort Nelson,533 Fort Nelson,081,53,53 NE,Northeast,53 Northeast,5,5 NHA,Northern,5 Northern,7 Remote,1718,89361.54,58.986346,-123.664232,337892931090.688,3075514.94895637
198,4330,Vancouver Island West,4330 Vancouver Island West,433,Vancouver Island West,433 Vancouver Island West,084,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural,1901,5144.09,49.896042,-126.870457,12385216211.5,2970291.58333869
199,3114,Thompson/Seafair,3114 Thompson/Seafair,311,Richmond,311 Richmond,038,31,31 RICH,Richmond,31 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan,32171,30.07,49.198088,-123.178363,70330487.2734375,84442.4751844986
200,2322,Ladner,2322 Ladner,232,Delta,232 Delta,037,23,23 FS,Fraser South,23 Fraser South,2,2 FHA,Fraser,2 Fraser,4 Small Urban,24822,158.55,49.096435,-123.014261,369516249.382813,147424.518242549
201,2312,Walnut Grove/Fort Langley,2312 Walnut Grove/Fort Langley,231,Langley,231 Langley,035,23,23 FS,Fraser South,23 Fraser South,2,2 FHA,Fraser,2 Fraser,1 Metropolitan,29587,43.59,49.176387,-122.621499,101901875.203125,42313.2332573293
202,2141,South Mission,2141 South Mission,214,Mission,214 Mission,075,21,21 FE,Fraser East,21 Fraser East,2,2 FHA,Fraser,2 Fraser,3 Medium Urban,26303,28.67,49.14399,-122.297568,66921591.9609375,49623.5024679247
203,4232,Ladysmith Rural,4232 Ladysmith Rural,423,Cowichan Valley North,423 Cowichan Valley North,067,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural,3676,358.42,48.977755,-123.98157,831231272.5625,351680.283389922
204,4341,Port Hardy/Port Alice,4341 Port Hardy/Port Alice,434,Vancouver Island North,434 Vancouver Island North,085,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,5 Rural Hub,6456,1609.99,50.522155,-127.370766,3979796696.14844,634221.424101852
205,5110,Snow Country,5110 Snow Country,511,Snow Country,511 Snow Country,051,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote,421,27578.58,56.305727,-129.27076,89433331219.6484,3074750.20761673
206,2331,Whalley,2331 Whalley,233,Surrey,233 Surrey,201,23,23 FS,Fraser South,23 Fraser South,2,2 FHA,Fraser,2 Fraser,1 Metropolitan,53402,22.34,49.181324,-122.828048,52243924.7265625,59979.4581746655
207,2243,Southeast Coquitlam,2243 Southeast Coquitlam,224,Tri-Cities,224 Tri-Cities,043,22,22 FN,Fraser North,22 Fraser North,2,2 FHA,Fraser,2 Fraser,1 Metropolitan,28129,18.85,49.235845,-122.83831,44179523.71875,34468.4160969497
208,3117,Gilmore/Shellmont/East/Hamilton,3117 Gilmore/Shellmont/East/Hamilton,311,Richmond,311 Richmond,038,31,31 RICH,Richmond,31 Richmond,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan,20949,75.35,49.156267,-123.062012,175940926.132813,80989.7086094365
209,4313,Courtenay,4313 Courtenay,431,Comox Valley,431 Comox Valley,071,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,3 Medium Urban,25160,32.9,49.698999,-124.985571,78561548.046875,69858.6725679852
210,1461,West Cariboo,1461 West Cariboo,146,Cariboo/Chilcotin,146 Cariboo/Chilcotin,027,14,14 TC,Thompson Cariboo Shuswap,14 Thompson Cariboo Shuswap,1,1 IHA,Interior,1 Interior,7 Remote,2650,32371.36,51.891918,-123.833744,84876980516.0625,1903541.66133204
211,3322,West Vancouver - Upper,3322 West Vancouver - Upper,332,West Vancouver/Bowen Island,332 West Vancouver/Bowen Island,045,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,1 Metropolitan,25992,83.01,49.370958,-123.195865,195577619.710938,74849.5039009749
212,4343,Vancouver Island North Remote,4343 Vancouver Island North Remote,434,Vancouver Island North,434 Vancouver Island North,085,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,7 Remote,1758,19068.6,51.027922,-126.403996,47961568252.9531,8383475.02034047
213,5180,Nisga'a,5180 Nisga'a,518,Nisga'a,518 Nisga'a,092,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote,1880,5037.07,55.166564,-129.394876,15404507345.8828,921754.297144303
214,5247,Mackenzie,5247 Mackenzie,524,Prince George,524 Prince George,057,52,52 NI,Northern Interior,52 Northern Interior,5,5 NHA,Northern,5 Northern,5 Rural Hub,4413,28854.88,56.457401,-124.839961,95138384488.7734,3073621.4966448
215,4231,Ladysmith,4231 Ladysmith,423,Cowichan Valley North,423 Cowichan Valley North,067,42,42 CVI,Central Vancouver Island,42 Central Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,4 Small Urban,8557,12.31,48.972915,-123.801663,28534440.7734375,40599.6522062719
216,3333,Sunshine Coast Rural,3333 Sunshine Coast Rural,333,Sunshine Coast,333 Sunshine Coast,046,33,33 NSCG,North Shore/Coast Garibaldi,33 North Shore/Coast Garibaldi,3,3 VCHA,Vancouver Coastal,3 Vancouver Coastal,6 Rural,10839,3755.32,49.832672,-123.745942,9021769962.25781,1840571.51385746
217,5122,Prince Rupert Rural,5122 Prince Rupert Rural,512,Prince Rupert,512 Prince Rupert,052,51,51 NW,Northwest,51 Northwest,5,5 NHA,Northern,5 Northern,7 Remote,1281,6112.4,54.262145,-130.021155,17863828878.2266,3257758.49086474
218,4322,Campbell River Rural,4322 Campbell River Rural,432,Greater Campbell River,432 Greater Campbell River,072,43,43 NVI,North Vancouver Island,43 North Vancouver Island,4,4 VIHA,Vancouver Island,4 Vancouver Island,6 Rural,9105,13176.1,50.581786,-125.108723,32576485634.7031,4606853.96375625
